metric,rank,noun,verb,average
metaphoricity,372,sitto (envy),X ga huttou-suru (X boils),2.4
metaphoricity,372,sitto (envy),X ga nagarederu (X flows out),2.4
metaphoricity,372,ansin (relief),X de susugu (Y rinses Z with X),2.4
metaphoricity,372,ansin (relief),X wo tarasu (Y drops X),2.4
metaphoricity,372,ansin (relief),X ni hitasu (Y dips Z in X),2.4
metaphoricity,372,kibou (hope),X wo makitirasu (Y sprinkles X),2.4
metaphoricity,372,kibou (hope),X ga uzumaku (X whirls),2.4
metaphoricity,372,kairaku (pleasure),X ga simiru (X soaks into Y),2.4
metaphoricity,372,kairaku (pleasure),X ga hotobasiru (X spurts),2.4
metaphoricity,372,kairaku (pleasure),X wo maku (Y scatters X),2.4
metaphoricity,372,kairaku (pleasure),X ga sitataru (X drips),2.4
metaphoricity,372,ikari (anger),X wo kakeru (Y sprays X),2.4
metaphoricity,372,ikari (anger),X wo siboridasu (Y squeezes X),2.4
metaphoricity,372,ikari (anger),X ni sizumu (Y sinks into X),2.4
metaphoricity,372,ikari (anger),X ni uku (Y floats on X),2.4
metaphoricity,372,ikari (anger),X ni hitaru (Y soaks in X),2.4
metaphoricity,372,ikari (anger),X ga mitiru (X fills Y),2.4
metaphoricity,372,ikari (anger),X ga nizimu (X oozes),2.4
metaphoricity,372,kyouhu (fear),X ni hitasu (Y dips Z in X),2.4
metaphoricity,372,kyouhu (fear),X ga sitataru (X drips),2.4
metaphoricity,372,kanasimi (sorrow),X ga hotobasiru (X spurts),2.4
metaphoricity,372,kanasimi (sorrow),X wo abiseru (Y showers X),2.4
metaphoricity,372,kanasimi (sorrow),X ga nizimu (X oozes),2.4
metaphoricity,372,jouhou (information),X wo makitirasu (Y sprinkles X),2.4
metaphoricity,372,jouhou (information),X wo sosogu (Y pours X),2.4
metaphoricity,372,jounetu (passion),X wo maku (Y scatters X),2.4
metaphoricity,372,jounetu (passion),X ni uku (Y floats on X),2.4
metaphoricity,372,jounetu (passion),X ga nizimu (X oozes),2.4
metaphoricity,372,ito (intention),X ga hotobasiru (X spurts),2.4
metaphoricity,372,ito (intention),X ga nagareru (X flows),2.4
metaphoricity,372,ai (love),X ga simiru (X soaks into Y),2.4
metaphoricity,372,ai (love),X wo siboridasu (Y squeezes X),2.4
metaphoricity,372,ai (love),X ga nagarederu (X flows out),2.4
metaphoricity,372,ai (love),X ni hitaru (Y soaks in X),2.4
metaphoricity,372,ai (love),X ga waku (X gushes out),2.4
metaphoricity,372,ai (love),X ni oboreru (Y almost drowns in X),2.4
metaphoricity,372,kanjou (emotion),X ga sumu (X gets clear),2.4
metaphoricity,372,zouo (hatred),X wo tarasu (Y drops X),2.4
metaphoricity,372,zouo (hatred),X ni uku (Y floats on X),2.4
metaphoricity,372,zouo (hatred),X ga sumu (X gets clear),2.4
metaphoricity,372,jikan (time),X ga hotobasiru (X spurts),2.4
metaphoricity,372,jikan (time),X wo makitirasu (Y sprinkles X),2.4
metaphoricity,372,tanosisa (enjoyment),X wo tarasu (Y drops X),2.4
metaphoricity,372,tanosisa (enjoyment),X wo makitirasu (Y sprinkles X),2.4
metaphoricity,372,tanosisa (enjoyment),X wo sosogu (Y pours X),2.4
metaphoricity,372,tanosisa (enjoyment),X wo abiseru (Y showers X),2.4
metaphoricity,372,tanosisa (enjoyment),X ga sitataru (X drips),2.4
metaphoricity,372,kimoti (feeling),X ni hitasu (Y dips Z in X),2.4
metaphoricity,372,kimoti (feeling),X ni oboreru (Y almost drowns in X),2.4
metaphoricity,372,rikai (understanding),X wo susuru (Y sips X),2.4
metaphoricity,372,rikai (understanding),X wo tarasu (Y drops X),2.4
metaphoricity,372,rikai (understanding),X wo sosogu (Y pours X),2.4
metaphoricity,372,rikai (understanding),X wo abiseru (Y showers X),2.4
metaphoricity,372,rikai (understanding),X ga mitiru (X fills Y),2.4
metaphoricity,372,suimin (sleep),X wo siboridasu (Y squeezes X),2.4
metaphoricity,372,suimin (sleep),X ga sumu (X gets clear),2.4
metaphoricity,372,suna (sand),X ga simiru (X soaks into Y),2.4
metaphoricity,372,suna (sand),X ga hotobasiru (X spurts),2.4
metaphoricity,372,kuuki (air),X ga koboreru (X spills out),2.4
metaphoricity,372,kuuki (air),X wo sosogu (Y pours X),2.4
metaphoricity,372,kuuki (air),X ga yodomu (X gets stagnant),2.4
metaphoricity,372,zetubou (despair),X wo siboridasu (Y squeezes X),2.4
metaphoricity,372,zetubou (despair),X ga nagareru (X flows),2.4
metaphoricity,372,syutisin (shame),X ga tamaru (X gets collected),2.4
metaphoricity,372,kotoba (word),X wo makitirasu (Y sprinkles X),2.4
metaphoricity,372,kotoba (word),X ga nagareru (X flows),2.4
metaphoricity,372,kotoba (word),X ga nagarederu (X flows out),2.4
metaphoricity,372,kinsen (money),X ga nigoru (X gets cloudy),2.4
metaphoricity,372,oto (sound),X ga koboreru (X spills out),2.4
metaphoricity,372,oto (sound),X wo susuru (Y sips X),2.4
metaphoricity,372,oto (sound),X wo siboridasu (Y squeezes X),2.4
metaphoricity,372,oto (sound),X wo makitirasu (Y sprinkles X),2.4
metaphoricity,372,oto (sound),X ga yodomu (X gets stagnant),2.4
metaphoricity,471,ari (ant),X ga nigoru (X gets cloudy),2.3
metaphoricity,471,neko (cat),X ni hitaru (Y soaks in X),2.3
metaphoricity,471,huan (anxiety),X ga huttou-suru (X boils),2.3
metaphoricity,471,huan (anxiety),X ga nagareru (X flows),2.3
metaphoricity,471,huan (anxiety),X ga waku (X gushes out),2.3
metaphoricity,471,huan (anxiety),X wo nomu (Y drinks X),2.3
metaphoricity,471,hikari (light),X ga mitiru (X fills Y),2.3
metaphoricity,471,roudou (labor),X wo siboridasu (Y squeezes X),2.3
metaphoricity,471,roudou (labor),X wo abiseru (Y showers X),2.3
metaphoricity,471,roudou (labor),X ga uzumaku (X whirls),2.3
metaphoricity,471,roudou (labor),X ga tamaru (X gets collected),2.3
metaphoricity,471,roudou (labor),X ga nigoru (X gets cloudy),2.3
metaphoricity,471,yuuki (bravery),X ga nagarederu (X flows out),2.3
metaphoricity,471,yuuki (bravery),X ga tamaru (X gets collected),2.3
metaphoricity,471,yorokobi (delight),X wo maku (Y scatters X),2.3
metaphoricity,471,yorokobi (delight),X ga huttou-suru (X boils),2.3
metaphoricity,471,yorokobi (delight),X ga tamaru (X gets collected),2.3
metaphoricity,471,yorokobi (delight),X ga moreru (X leaks),2.3
metaphoricity,471,yorokobi (delight),X ga nigoru (X gets cloudy),2.3
metaphoricity,471,koe (voice),X wo tarasu (Y drops X),2.3
metaphoricity,471,koe (voice),X ga waku (X gushes out),2.3
metaphoricity,471,koe (voice),X ga sitataru (X drips),2.3
metaphoricity,471,koe (voice),X ga nigoru (X gets cloudy),2.3
metaphoricity,471,sitto (envy),X ni sizumu (Y sinks into X),2.3
metaphoricity,471,ansin (relief),X ga koboreru (X spills out),2.3
metaphoricity,471,ansin (relief),X wo makitirasu (Y sprinkles X),2.3
metaphoricity,471,ansin (relief),X ni sizumu (Y sinks into X),2.3
metaphoricity,471,ansin (relief),X ni hitaru (Y soaks in X),2.3
metaphoricity,471,ansin (relief),X ga mitiru (X fills Y),2.3
metaphoricity,471,ansin (relief),X ga tamaru (X gets collected),2.3
metaphoricity,471,ansin (relief),X ga sitataru (X drips),2.3
metaphoricity,471,ansin (relief),X ga moreru (X leaks),2.3
metaphoricity,471,ansin (relief),X ni tukaru (Y gets submerged in X),2.3
metaphoricity,471,ansin (relief),X ga sumu (X gets clear),2.3
metaphoricity,471,iwa (rock),X wo tarasu (Y drops X),2.3
metaphoricity,471,iwa (rock),X ni uku (Y floats on X),2.3
metaphoricity,471,kibou (hope),X ga huttou-suru (X boils),2.3
metaphoricity,471,kairaku (pleasure),X wo tarasu (Y drops X),2.3
metaphoricity,471,kairaku (pleasure),X ni hitasu (Y dips Z in X),2.3
metaphoricity,471,kairaku (pleasure),X ga yodomu (X gets stagnant),2.3
metaphoricity,471,kairaku (pleasure),X ga ahureru (X overflows),2.3
metaphoricity,471,kairaku (pleasure),X wo nomu (Y drinks X),2.3
metaphoricity,471,ikari (anger),X wo tarasu (Y drops X),2.3
metaphoricity,471,ikari (anger),X ni hitasu (Y dips Z in X),2.3
metaphoricity,471,ikari (anger),X ga yodomu (X gets stagnant),2.3
metaphoricity,471,ikari (anger),X ga ahureru (X overflows),2.3
metaphoricity,471,ikari (anger),X wo nomu (Y drinks X),2.3
metaphoricity,471,kyouhu (fear),X wo makitirasu (Y sprinkles X),2.3
metaphoricity,471,kyouhu (fear),X ga ahureru (X overflows),2.3
metaphoricity,471,kyouhu (fear),X ni tukaru (Y gets submerged in X),2.3
metaphoricity,471,kanasimi (sorrow),X ga yodomu (X gets stagnant),2.3
metaphoricity,471,kanasimi (sorrow),X ga moreru (X leaks),2.3
metaphoricity,471,jouhou (information),X ga hotobasiru (X spurts),2.3
metaphoricity,471,jouhou (information),X wo susuru (Y sips X),2.3
metaphoricity,471,jounetu (passion),X wo susuru (Y sips X),2.3
metaphoricity,471,jounetu (passion),X ga nagareru (X flows),2.3
metaphoricity,471,jounetu (passion),X wo abiseru (Y showers X),2.3
metaphoricity,471,jounetu (passion),X ga mitiru (X fills Y),2.3
metaphoricity,471,ito (intention),X wo tarasu (Y drops X),2.3
metaphoricity,471,ito (intention),X ga waku (X gushes out),2.3
metaphoricity,471,ito (intention),X ga sitataru (X drips),2.3
metaphoricity,471,ai (love),X ni sizumu (Y sinks into X),2.3
metaphoricity,471,ai (love),X ga sumu (X gets clear),2.3
metaphoricity,471,zouo (hatred),X wo siboridasu (Y squeezes X),2.3
metaphoricity,471,zouo (hatred),X ga sitataru (X drips),2.3
metaphoricity,471,zouo (hatred),X ga nigoru (X gets cloudy),2.3
metaphoricity,471,jikan (time),X ga huttou-suru (X boils),2.3
metaphoricity,471,jikan (time),X ga mitiru (X fills Y),2.3
metaphoricity,471,tanosisa (enjoyment),X de susugu (Y rinses Z with X),2.3
metaphoricity,471,kimoti (feeling),X ga yodomu (X gets stagnant),2.3
metaphoricity,471,kimoti (feeling),X ga sumu (X gets clear),2.3
metaphoricity,471,doro (mud),X ga yodomu (X gets stagnant),2.3
metaphoricity,471,doro (mud),X wo nomu (Y drinks X),2.3
metaphoricity,471,rikai (understanding),X de susugu (Y rinses Z with X),2.3
metaphoricity,471,rikai (understanding),X ga nagareru (X flows),2.3
metaphoricity,471,rikai (understanding),X ga nagarederu (X flows out),2.3
metaphoricity,471,rikai (understanding),X ni hitasu (Y dips Z in X),2.3
metaphoricity,471,rikai (understanding),X ni hitaru (Y soaks in X),2.3
metaphoricity,471,suimin (sleep),X ni sizumu (Y sinks into X),2.3
metaphoricity,471,suimin (sleep),X ga tamaru (X gets collected),2.3
metaphoricity,471,suna (sand),X wo tarasu (Y drops X),2.3
metaphoricity,471,suna (sand),X ga huttou-suru (X boils),2.3
metaphoricity,471,suna (sand),X ga nizimu (X oozes),2.3
metaphoricity,471,suna (sand),X ga sitataru (X drips),2.3
metaphoricity,471,suna (sand),X ga sumu (X gets clear),2.3
metaphoricity,471,kuuki (air),X ni tukaru (Y gets submerged in X),2.3
metaphoricity,471,zetubou (despair),X wo tarasu (Y drops X),2.3
metaphoricity,471,zetubou (despair),X wo kumitoru (Y scoops up X),2.3
metaphoricity,471,zetubou (despair),X ga uzumaku (X whirls),2.3
metaphoricity,471,zetubou (despair),X ga sitataru (X drips),2.3
metaphoricity,471,syutisin (shame),X wo tarasu (Y drops X),2.3
metaphoricity,471,syutisin (shame),X ni hitaru (Y soaks in X),2.3
metaphoricity,471,syutisin (shame),X ga nizimu (X oozes),2.3
metaphoricity,471,syutisin (shame),X ga sitataru (X drips),2.3
metaphoricity,471,kotoba (word),X ga simiru (X soaks into Y),2.3
metaphoricity,471,kotoba (word),X de susugu (Y rinses Z with X),2.3
metaphoricity,471,kotoba (word),X ni hitasu (Y dips Z in X),2.3
metaphoricity,471,oto (sound),X ni sizumu (Y sinks into X),2.3
metaphoricity,471,oto (sound),X ga uzumaku (X whirls),2.3
metaphoricity,570,nioi (smell),X ga simiru (X soaks into Y),2.2
metaphoricity,570,nioi (smell),X wo susuru (Y sips X),2.2
metaphoricity,570,nioi (smell),X ga sumu (X gets clear),2.2
metaphoricity,570,huan (anxiety),X ni oboreru (Y almost drowns in X),2.2
metaphoricity,570,huan (anxiety),X ga nizimu (X oozes),2.2
metaphoricity,570,human (complaint),X wo susuru (Y sips X),2.2
metaphoricity,570,human (complaint),X ga nagarederu (X flows out),2.2
metaphoricity,570,human (complaint),X ni hitaru (Y soaks in X),2.2
metaphoricity,570,human (complaint),X ga waku (X gushes out),2.2
metaphoricity,570,human (complaint),X wo nomu (Y drinks X),2.2
metaphoricity,570,hikari (light),X de susugu (Y rinses Z with X),2.2
metaphoricity,570,hikari (light),X ni sizumu (Y sinks into X),2.2
metaphoricity,570,hikari (light),X ga waku (X gushes out),2.2
metaphoricity,570,hikari (light),X ga nigoru (X gets cloudy),2.2
metaphoricity,570,roudou (labor),X ga yodomu (X gets stagnant),2.2
metaphoricity,570,roudou (labor),X ga waku (X gushes out),2.2
metaphoricity,570,yuuki (bravery),X wo tarasu (Y drops X),2.2
metaphoricity,570,yorokobi (delight),X ga koboreru (X spills out),2.2
metaphoricity,570,yorokobi (delight),X wo siboridasu (Y squeezes X),2.2
metaphoricity,570,yorokobi (delight),X ga nagareru (X flows),2.2
metaphoricity,570,yorokobi (delight),X ni uku (Y floats on X),2.2
metaphoricity,570,yorokobi (delight),X ni hitasu (Y dips Z in X),2.2
metaphoricity,570,yorokobi (delight),X ga ahureru (X overflows),2.2
metaphoricity,570,koe (voice),X wo abiseru (Y showers X),2.2
metaphoricity,570,koe (voice),X wo nomu (Y drinks X),2.2
metaphoricity,570,sitto (envy),X ga uzumaku (X whirls),2.2
metaphoricity,570,sitto (envy),X ga waku (X gushes out),2.2
metaphoricity,570,ansin (relief),X ga simiru (X soaks into Y),2.2
metaphoricity,570,ansin (relief),X ga nizimu (X oozes),2.2
metaphoricity,570,iwa (rock),X wo siboridasu (Y squeezes X),2.2
metaphoricity,570,iwa (rock),X ga uzumaku (X whirls),2.2
metaphoricity,570,kibou (hope),X wo abiseru (Y showers X),2.2
metaphoricity,570,kairaku (pleasure),X ga huttou-suru (X boils),2.2
metaphoricity,570,kairaku (pleasure),X ga nizimu (X oozes),2.2
metaphoricity,570,kairaku (pleasure),X ni tukaru (Y gets submerged in X),2.2
metaphoricity,570,kairaku (pleasure),X ga nigoru (X gets cloudy),2.2
metaphoricity,570,ikari (anger),X ga simiru (X soaks into Y),2.2
metaphoricity,570,ikari (anger),X wo makitirasu (Y sprinkles X),2.2
metaphoricity,570,ikari (anger),X wo abiseru (Y showers X),2.2
metaphoricity,570,ikari (anger),X ni tukaru (Y gets submerged in X),2.2
metaphoricity,570,ikari (anger),X ga sumu (X gets clear),2.2
metaphoricity,570,ikari (anger),X ga nigoru (X gets cloudy),2.2
metaphoricity,570,kyouhu (fear),X wo tarasu (Y drops X),2.2
metaphoricity,570,kyouhu (fear),X ni uku (Y floats on X),2.2
metaphoricity,570,kyouhu (fear),X ni hitaru (Y soaks in X),2.2
metaphoricity,570,kyouhu (fear),X ga uzumaku (X whirls),2.2
metaphoricity,570,kyouhu (fear),X ga mitiru (X fills Y),2.2
metaphoricity,570,kyouhu (fear),X ga nigoru (X gets cloudy),2.2
metaphoricity,570,kanasimi (sorrow),X ga koboreru (X spills out),2.2
metaphoricity,570,kanasimi (sorrow),X wo makitirasu (Y sprinkles X),2.2
metaphoricity,570,kanasimi (sorrow),X ga uzumaku (X whirls),2.2
metaphoricity,570,kanasimi (sorrow),X wo nomu (Y drinks X),2.2
metaphoricity,570,jouhou (information),X wo maku (Y scatters X),2.2
metaphoricity,570,jounetu (passion),X ga nigoru (X gets cloudy),2.2
metaphoricity,570,ito (intention),X ga simiru (X soaks into Y),2.2
metaphoricity,570,kanjou (emotion),X wo kakeru (Y sprays X),2.2
metaphoricity,570,kanjou (emotion),X ga hotobasiru (X spurts),2.2
metaphoricity,570,kanjou (emotion),X ni sizumu (Y sinks into X),2.2
metaphoricity,570,kanjou (emotion),X ga yodomu (X gets stagnant),2.2
metaphoricity,570,kanjou (emotion),X ga mitiru (X fills Y),2.2
metaphoricity,570,kanjou (emotion),X ga tamaru (X gets collected),2.2
metaphoricity,570,kanjou (emotion),X ga nizimu (X oozes),2.2
metaphoricity,570,zouo (hatred),X wo kakeru (Y sprays X),2.2
metaphoricity,570,jikan (time),X wo susuru (Y sips X),2.2
metaphoricity,570,jikan (time),X wo siboridasu (Y squeezes X),2.2
metaphoricity,570,jikan (time),X ni hitasu (Y dips Z in X),2.2
metaphoricity,570,jikan (time),X wo nomu (Y drinks X),2.2
metaphoricity,570,tanosisa (enjoyment),X ga simiru (X soaks into Y),2.2
metaphoricity,570,tanosisa (enjoyment),X wo nomu (Y drinks X),2.2
metaphoricity,570,kimoti (feeling),X wo nomu (Y drinks X),2.2
metaphoricity,570,rikai (understanding),X wo kakeru (Y sprays X),2.2
metaphoricity,570,rikai (understanding),X ga koboreru (X spills out),2.2
metaphoricity,570,rikai (understanding),X wo siboridasu (Y squeezes X),2.2
metaphoricity,570,rikai (understanding),X ga yodomu (X gets stagnant),2.2
metaphoricity,570,rikai (understanding),X ni oboreru (Y almost drowns in X),2.2
metaphoricity,570,suimin (sleep),X ga simiru (X soaks into Y),2.2
metaphoricity,570,suimin (sleep),X wo makitirasu (Y sprinkles X),2.2
metaphoricity,570,suimin (sleep),X ga uzumaku (X whirls),2.2
metaphoricity,570,kuuki (air),X wo tarasu (Y drops X),2.2
metaphoricity,570,kuuki (air),X wo siboridasu (Y squeezes X),2.2
metaphoricity,570,kuuki (air),X ga mitiru (X fills Y),2.2
metaphoricity,570,zetubou (despair),X ga hotobasiru (X spurts),2.2
metaphoricity,570,zetubou (despair),X ni sizumu (Y sinks into X),2.2
metaphoricity,570,zetubou (despair),X ni uku (Y floats on X),2.2
metaphoricity,570,syutisin (shame),X ga huttou-suru (X boils),2.2
metaphoricity,570,syutisin (shame),X ga nigoru (X gets cloudy),2.2
metaphoricity,570,kotoba (word),X wo maku (Y scatters X),2.2
metaphoricity,570,kotoba (word),X wo kumitoru (Y scoops up X),2.2
metaphoricity,570,kotoba (word),X ga sitataru (X drips),2.2
metaphoricity,570,kotoba (word),X ga sumu (X gets clear),2.2
metaphoricity,570,kinsen (money),X ga koboreru (X spills out),2.2
metaphoricity,570,kinsen (money),X wo siboridasu (Y squeezes X),2.2
metaphoricity,570,kinsen (money),X ga huttou-suru (X boils),2.2
metaphoricity,570,kinsen (money),X ga nagarederu (X flows out),2.2
metaphoricity,570,kinsen (money),X ga sumu (X gets clear),2.2
metaphoricity,570,oto (sound),X ga tamaru (X gets collected),2.2
metaphoricity,666,ari (ant),X ga mitiru (X fills Y),2.1
metaphoricity,666,neko (cat),X wo kakeru (Y sprays X),2.1
metaphoricity,666,neko (cat),X wo makitirasu (Y sprinkles X),2.1
metaphoricity,666,neko (cat),X ga huttou-suru (X boils),2.1
metaphoricity,666,neko (cat),X ga uzumaku (X whirls),2.1
metaphoricity,666,nioi (smell),X ga koboreru (X spills out),2.1
metaphoricity,666,nioi (smell),X ni hitasu (Y dips Z in X),2.1
metaphoricity,666,huan (anxiety),X wo siboridasu (Y squeezes X),2.1
metaphoricity,666,huan (anxiety),X ni sizumu (Y sinks into X),2.1
metaphoricity,666,huan (anxiety),X wo sosogu (Y pours X),2.1
metaphoricity,666,huan (anxiety),X ga moreru (X leaks),2.1
metaphoricity,666,huan (anxiety),X ga nigoru (X gets cloudy),2.1
metaphoricity,666,hikari (light),X ga hotobasiru (X spurts),2.1
metaphoricity,666,hikari (light),X wo sosogu (Y pours X),2.1
metaphoricity,666,hikari (light),X ni hitaru (Y soaks in X),2.1
metaphoricity,666,hikari (light),X ni oboreru (Y almost drowns in X),2.1
metaphoricity,666,hikari (light),X ga sitataru (X drips),2.1
metaphoricity,666,roudou (labor),X wo kumitoru (Y scoops up X),2.1
metaphoricity,666,yuuki (bravery),X wo maku (Y scatters X),2.1
metaphoricity,666,yuuki (bravery),X ga sumu (X gets clear),2.1
metaphoricity,666,yorokobi (delight),X de susugu (Y rinses Z with X),2.1
metaphoricity,666,yorokobi (delight),X ga uzumaku (X whirls),2.1
metaphoricity,666,koe (voice),X wo susuru (Y sips X),2.1
metaphoricity,666,koe (voice),X ga sumu (X gets clear),2.1
metaphoricity,666,sitto (envy),X wo siboridasu (Y squeezes X),2.1
metaphoricity,666,sitto (envy),X ni uku (Y floats on X),2.1
metaphoricity,666,ansin (relief),X ga ahureru (X overflows),2.1
metaphoricity,666,iwa (rock),X ga waku (X gushes out),2.1
metaphoricity,666,iwa (rock),X ga tamaru (X gets collected),2.1
metaphoricity,666,kibou (hope),X ga koboreru (X spills out),2.1
metaphoricity,666,kibou (hope),X wo siboridasu (Y squeezes X),2.1
metaphoricity,666,kibou (hope),X ni sizumu (Y sinks into X),2.1
metaphoricity,666,kibou (hope),X ni hitaru (Y soaks in X),2.1
metaphoricity,666,kibou (hope),X ga mitiru (X fills Y),2.1
metaphoricity,666,kairaku (pleasure),X wo kakeru (Y sprays X),2.1
metaphoricity,666,kairaku (pleasure),X wo abiseru (Y showers X),2.1
metaphoricity,666,kairaku (pleasure),X ga mitiru (X fills Y),2.1
metaphoricity,666,kairaku (pleasure),X ga sumu (X gets clear),2.1
metaphoricity,666,ikari (anger),X de susugu (Y rinses Z with X),2.1
metaphoricity,666,ikari (anger),X wo maku (Y scatters X),2.1
metaphoricity,666,ikari (anger),X ga sitataru (X drips),2.1
metaphoricity,666,kyouhu (fear),X wo maku (Y scatters X),2.1
metaphoricity,666,kanasimi (sorrow),X ga huttou-suru (X boils),2.1
metaphoricity,666,kanasimi (sorrow),X ni hitaru (Y soaks in X),2.1
metaphoricity,666,kanasimi (sorrow),X ga tamaru (X gets collected),2.1
metaphoricity,666,kanasimi (sorrow),X ga ahureru (X overflows),2.1
metaphoricity,666,jouhou (information),X ga nagarederu (X flows out),2.1
metaphoricity,666,jouhou (information),X ga ahureru (X overflows),2.1
metaphoricity,666,jounetu (passion),X ni hitaru (Y soaks in X),2.1
metaphoricity,666,ito (intention),X wo siboridasu (Y squeezes X),2.1
metaphoricity,666,ito (intention),X ni hitaru (Y soaks in X),2.1
metaphoricity,666,ito (intention),X ga uzumaku (X whirls),2.1
metaphoricity,666,ito (intention),X ga mitiru (X fills Y),2.1
metaphoricity,666,ito (intention),X ni tukaru (Y gets submerged in X),2.1
metaphoricity,666,ito (intention),X ga nigoru (X gets cloudy),2.1
metaphoricity,666,ai (love),X wo kakeru (Y sprays X),2.1
metaphoricity,666,kanjou (emotion),X wo maku (Y scatters X),2.1
metaphoricity,666,kanjou (emotion),X ga uzumaku (X whirls),2.1
metaphoricity,666,kanjou (emotion),X ga waku (X gushes out),2.1
metaphoricity,666,kanjou (emotion),X ga sitataru (X drips),2.1
metaphoricity,666,kanjou (emotion),X ga moreru (X leaks),2.1
metaphoricity,666,zouo (hatred),X ga waku (X gushes out),2.1
metaphoricity,666,tanosisa (enjoyment),X wo siboridasu (Y squeezes X),2.1
metaphoricity,666,tanosisa (enjoyment),X ni sizumu (Y sinks into X),2.1
metaphoricity,666,tanosisa (enjoyment),X ga nagareru (X flows),2.1
metaphoricity,666,tanosisa (enjoyment),X ga waku (X gushes out),2.1
metaphoricity,666,tanosisa (enjoyment),X ga tamaru (X gets collected),2.1
metaphoricity,666,kimoti (feeling),X ga simiru (X soaks into Y),2.1
metaphoricity,666,kimoti (feeling),X ni sizumu (Y sinks into X),2.1
metaphoricity,666,kimoti (feeling),X wo sosogu (Y pours X),2.1
metaphoricity,666,kimoti (feeling),X ga ahureru (X overflows),2.1
metaphoricity,666,kimoti (feeling),X ga nizimu (X oozes),2.1
metaphoricity,666,abura (oil),X wo sosogu (Y pours X),2.1
metaphoricity,666,doro (mud),X de susugu (Y rinses Z with X),2.1
metaphoricity,666,doro (mud),X wo abiseru (Y showers X),2.1
metaphoricity,666,suimin (sleep),X ni hitasu (Y dips Z in X),2.1
metaphoricity,666,suna (sand),X wo abiseru (Y showers X),2.1
metaphoricity,666,kuuki (air),X ni hitaru (Y soaks in X),2.1
metaphoricity,666,kuuki (air),X ga nizimu (X oozes),2.1
metaphoricity,666,zetubou (despair),X de susugu (Y rinses Z with X),2.1
metaphoricity,666,zetubou (despair),X wo maku (Y scatters X),2.1
metaphoricity,666,zetubou (despair),X ga waku (X gushes out),2.1
metaphoricity,666,zetubou (despair),X ni oboreru (Y almost drowns in X),2.1
metaphoricity,666,zetubou (despair),X ni tukaru (Y gets submerged in X),2.1
metaphoricity,666,zetubou (despair),X ga sumu (X gets clear),2.1
metaphoricity,666,syutisin (shame),X ga simiru (X soaks into Y),2.1
metaphoricity,666,syutisin (shame),X wo susuru (Y sips X),2.1
metaphoricity,666,kotoba (word),X ga hotobasiru (X spurts),2.1
metaphoricity,666,kotoba (word),X wo siboridasu (Y squeezes X),2.1
metaphoricity,666,kinsen (money),X wo tarasu (Y drops X),2.1
metaphoricity,666,kinsen (money),X wo kumitoru (Y scoops up X),2.1
metaphoricity,666,oto (sound),X ni hitaru (Y soaks in X),2.1
metaphoricity,666,oto (sound),X ni oboreru (Y almost drowns in X),2.1
metaphoricity,759,neko (cat),X ga koboreru (X spills out),2.0
metaphoricity,759,neko (cat),X ga moreru (X leaks),2.0
metaphoricity,759,nioi (smell),X ni tukaru (Y gets submerged in X),2.0
metaphoricity,759,keeki (cake),X ni oboreru (Y almost drowns in X),2.0
metaphoricity,759,huan (anxiety),X wo susuru (Y sips X),2.0
metaphoricity,759,huan (anxiety),X ga yodomu (X gets stagnant),2.0
metaphoricity,759,huan (anxiety),X ga sumu (X gets clear),2.0
metaphoricity,759,human (complaint),X ga uzumaku (X whirls),2.0
metaphoricity,759,human (complaint),X ga sitataru (X drips),2.0
