metric,rank,noun,verb,average
comprehensibility,1341,neko (cat),X wo siboridasu (Y squeezes X),0.1
comprehensibility,1341,neko (cat),X wo sosogu (Y pours X),0.1
comprehensibility,1341,neko (cat),X ga sumu (X gets clear),0.1
comprehensibility,1341,neko (cat),X ga nigoru (X gets cloudy),0.1
comprehensibility,1341,keeki (cake),X ga sumu (X gets clear),0.1
comprehensibility,1341,roudou (labor),X wo tarasu (Y drops X),0.1
comprehensibility,1341,roudou (labor),X ga sitataru (X drips),0.1
comprehensibility,1341,roudou (labor),X wo nomu (Y drinks X),0.1
comprehensibility,1341,rikai (understanding),X wo susuru (Y sips X),0.1
comprehensibility,1341,suimin (sleep),X de susugu (Y rinses Z with X),0.1
comprehensibility,1341,suimin (sleep),X ga nagarederu (X flows out),0.1
comprehensibility,1341,suimin (sleep),X ni uku (Y floats on X),0.1
comprehensibility,1341,suimin (sleep),X ga nizimu (X oozes),0.1
comprehensibility,1341,zetubou (despair),X ga sumu (X gets clear),0.1
comprehensibility,1341,oto (sound),X wo susuru (Y sips X),0.1
comprehensibility,1356,ari (ant),X ga simiru (X soaks into Y),0.0
comprehensibility,1356,keeki (cake),X wo sosogu (Y pours X),0.0
comprehensibility,1356,iwa (rock),X wo susuru (Y sips X),0.0
comprehensibility,1356,ikari (anger),X wo susuru (Y sips X),0.0
comprehensibility,1356,zouo (hatred),X de susugu (Y rinses Z with X),0.0
